ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
railcraft:post_metal_platform#5$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:5",railcraft:post_metal_platform:5,3,2
railcraft:post_metal_platform#6$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:6",railcraft:post_metal_platform:6,3,2
railcraft:post_metal_platform#7$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:7",railcraft:post_metal_platform:7,3,2
railcraft:post_metal_platform#8$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:8",railcraft:post_metal_platform:8,3,2
railcraft:post_metal_platform#9$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:9",railcraft:post_metal_platform:9,3,2
railcraft:reinforced_concrete#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeWhite",railcraft:reinforced_concrete x8,3,3
railcraft:reinforced_concrete#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeOrange",railcraft:reinforced_concrete:1 x8,3,3
railcraft:reinforced_concrete#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyePurple",railcraft:reinforced_concrete:10 x8,3,3
railcraft:reinforced_concrete#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeBlue",railcraft:reinforced_concrete:11 x8,3,3
railcraft:reinforced_concrete#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeBrown",railcraft:reinforced_concrete:12 x8,3,3
railcraft:reinforced_concrete#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeGreen",railcraft:reinforced_concrete:13 x8,3,3
railcraft:reinforced_concrete#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeRed",railcraft:reinforced_concrete:14 x8,3,3
railcraft:reinforced_concrete#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeBlack",railcraft:reinforced_concrete:15 x8,3,3
railcraft:reinforced_concrete#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeMagenta",railcraft:reinforced_concrete:2 x8,3,3
railcraft:reinforced_concrete#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeLightBlue",railcraft:reinforced_concrete:3 x8,3,3
railcraft:reinforced_concrete#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeYellow",railcraft:reinforced_concrete:4 x8,3,3
railcraft:reinforced_concrete#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeLime",railcraft:reinforced_concrete:5 x8,3,3
railcraft:reinforced_concrete#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyePink",railcraft:reinforced_concrete:6 x8,3,3
railcraft:reinforced_concrete#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeGray",railcraft:reinforced_concrete:7 x8,3,3
railcraft:reinforced_concrete#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeLightGray",railcraft:reinforced_concrete:8 x8,3,3
railcraft:reinforced_concrete#8$2,railcraft:crafting,"ABA
BCB
ABA","A: railcraft:concrete:*
B: railcraft:rebar:*
C: minecraft:water_bucket | openblocks:tank {tank:{FluidName:""water"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""water"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""water"",Amount:1000}} | tp:infin_bucket",railcraft:reinforced_concrete:8 x8,3,3
railcraft:reinforced_concrete#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:reinforced_concrete:*
B: ore:dyeCyan",railcraft:reinforced_concrete:9 x8,3,3
railcraft:rock_crusher#0$1,railcraft:crafting,"ABA
BCB
ADA","A: ore:gemDiamond
B: minecraft:piston
C: ore:blockSteel
D: railcraft:charge:5",railcraft:rock_crusher x4,3,3
railcraft:signal#0$1,railcraft:crafting,"ABC
-DC
---","A: railcraft:signal_lamp:*
B: railcraft:circuit:2
C: ore:ingotIron
D: ore:dyeBlack",railcraft:signal,3,3
railcraft:signal#1$1,railcraft:crafting,"ABC
-DC
---","A: railcraft:signal_lamp:*
B: railcraft:circuit:1
C: ore:ingotIron
D: ore:dyeBlack",railcraft:signal:1,3,3
railcraft:signal#2$1,railcraft:crafting,"ABC
-DC
---","A: railcraft:signal_lamp:*
B: railcraft:circuit:3
C: ore:ingotIron
D: ore:dyeBlack",railcraft:signal:2,3,3
railcraft:signal_box#0$1,railcraft:crafting,"ABA
ACA","A: ore:ingotIron
B: railcraft:circuit
C: minecraft:comparator:*",railcraft:signal_box,3,2
railcraft:signal_box#1$1,railcraft:crafting,"ABA
ACA","A: ore:ingotIron
B: minecraft:repeater:*
C: ore:dustRedstone",railcraft:signal_box:1,3,2
railcraft:signal_box#2$1,railcraft:crafting,"ABA
ACA","A: ore:ingotIron
B: railcraft:circuit
C: ore:dustRedstone",railcraft:signal_box:2,3,2
railcraft:signal_box#3$1,railcraft:crafting,"-A-
BCB
BDB","A: railcraft:circuit:1
B: ore:ingotIron
C: railcraft:circuit
D: ore:dustRedstone",railcraft:signal_box:3,3,3
railcraft:signal_box#4$1,railcraft:crafting,"ABA
ACA","A: ore:ingotIron
B: railcraft:circuit:1
C: ore:dustRedstone",railcraft:signal_box:4,3,2
railcraft:signal_box#5$1,railcraft:crafting,"-A-
BAB
BCB","A: railcraft:circuit:2
B: ore:ingotIron
C: ore:dustRedstone",railcraft:signal_box:5,3,3
railcraft:signal_box#6$1,railcraft:crafting,"ABA
ACA","A: ore:ingotIron
B: minecraft:comparator:*
C: ore:dustRedstone",railcraft:signal_box:6,3,2
railcraft:signal_dual#0$1,railcraft:crafting,"ABC
-DC
AEC","A: railcraft:signal_lamp:*
B: railcraft:circuit:2
C: ore:ingotIron
D: ore:dyeBlack
E: railcraft:circuit:1",railcraft:signal_dual,3,3
railcraft:signal_dual#1$1,railcraft:crafting,"ABC
-DC
ABC","A: railcraft:signal_lamp:*
B: railcraft:circuit:1
C: ore:ingotIron
D: ore:dyeBlack",railcraft:signal_dual:1,3,3
railcraft:signal_dual#2$1,railcraft:crafting,"ABC
-DC
AEC","A: railcraft:signal_lamp:*
B: railcraft:circuit:3
C: ore:ingotIron
D: ore:dyeBlack
E: railcraft:circuit:1",railcraft:signal_dual:2,3,3
railcraft:signal_lamp$1,railcraft:crafting,"AB-
ACD
AEF","A: ore:paneGlassColorless
B: ore:dyeLime
C: ore:dyeYellow
D: ore:dustGlowstone
E: ore:dyeRed
F: ore:dustRedstone",railcraft:signal_lamp,3,3
railcraft:steam_oven#0$1,railcraft:crafting,"AAA
ABA
AAA","A: ore:plateSteel
B: minecraft:furnace",railcraft:steam_oven x4,3,3
railcraft:steam_turbine#0$1,railcraft:crafting,"ABA
BCB
ABA","A: ore:blockSteel
B: ore:plateSteel
C: railcraft:charge:5",railcraft:steam_turbine x3,3,3
railcraft:tank_iron_gauge#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeWhite",railcraft:tank_iron_gauge x8,3,3
railcraft:tank_iron_gauge#0$2,railcraft:crafting,"ABA
BAB
ABA","A: minecraft:glass_pane:*
B: ore:plateIron",railcraft:tank_iron_gauge x8,3,3
railcraft:tank_iron_gauge#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeOrange",railcraft:tank_iron_gauge:1 x8,3,3
railcraft:tank_iron_gauge#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyePurple",railcraft:tank_iron_gauge:10 x8,3,3
railcraft:tank_iron_gauge#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeBlue",railcraft:tank_iron_gauge:11 x8,3,3
railcraft:tank_iron_gauge#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeBrown",railcraft:tank_iron_gauge:12 x8,3,3
railcraft:tank_iron_gauge#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeGreen",railcraft:tank_iron_gauge:13 x8,3,3
railcraft:tank_iron_gauge#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeRed",railcraft:tank_iron_gauge:14 x8,3,3
railcraft:tank_iron_gauge#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeBlack",railcraft:tank_iron_gauge:15 x8,3,3
railcraft:tank_iron_gauge#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeMagenta",railcraft:tank_iron_gauge:2 x8,3,3
railcraft:tank_iron_gauge#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeLightBlue",railcraft:tank_iron_gauge:3 x8,3,3
railcraft:tank_iron_gauge#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeYellow",railcraft:tank_iron_gauge:4 x8,3,3
railcraft:tank_iron_gauge#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeLime",railcraft:tank_iron_gauge:5 x8,3,3
railcraft:tank_iron_gauge#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyePink",railcraft:tank_iron_gauge:6 x8,3,3
railcraft:tank_iron_gauge#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeGray",railcraft:tank_iron_gauge:7 x8,3,3
railcraft:tank_iron_gauge#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeLightGray",railcraft:tank_iron_gauge:8 x8,3,3
railcraft:tank_iron_gauge#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_gauge:*
B: ore:dyeCyan",railcraft:tank_iron_gauge:9 x8,3,3
railcraft:tank_iron_valve#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeWhite",railcraft:tank_iron_valve x8,3,3
railcraft:tank_iron_valve#0$2,railcraft:crafting,"ABA
BCB
ABA","A: minecraft:iron_bars:*
B: ore:plateIron
C: minecraft:lever:*",railcraft:tank_iron_valve x8,3,3
railcraft:tank_iron_valve#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeOrange",railcraft:tank_iron_valve:1 x8,3,3
railcraft:tank_iron_valve#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyePurple",railcraft:tank_iron_valve:10 x8,3,3
railcraft:tank_iron_valve#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeBlue",railcraft:tank_iron_valve:11 x8,3,3
railcraft:tank_iron_valve#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeBrown",railcraft:tank_iron_valve:12 x8,3,3
railcraft:tank_iron_valve#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeGreen",railcraft:tank_iron_valve:13 x8,3,3
railcraft:tank_iron_valve#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeRed",railcraft:tank_iron_valve:14 x8,3,3
railcraft:tank_iron_valve#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeBlack",railcraft:tank_iron_valve:15 x8,3,3
railcraft:tank_iron_valve#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeMagenta",railcraft:tank_iron_valve:2 x8,3,3
railcraft:tank_iron_valve#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeLightBlue",railcraft:tank_iron_valve:3 x8,3,3
railcraft:tank_iron_valve#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeYellow",railcraft:tank_iron_valve:4 x8,3,3
railcraft:tank_iron_valve#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeLime",railcraft:tank_iron_valve:5 x8,3,3
railcraft:tank_iron_valve#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyePink",railcraft:tank_iron_valve:6 x8,3,3
railcraft:tank_iron_valve#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeGray",railcraft:tank_iron_valve:7 x8,3,3
railcraft:tank_iron_valve#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeLightGray",railcraft:tank_iron_valve:8 x8,3,3
railcraft:tank_iron_valve#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_valve:*
B: ore:dyeCyan",railcraft:tank_iron_valve:9 x8,3,3
railcraft:tank_iron_wall#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeWhite",railcraft:tank_iron_wall x8,3,3
railcraft:tank_iron_wall#0$2,railcraft:crafting,"AA
AA",A: ore:plateIron,railcraft:tank_iron_wall x8,2,2
railcraft:tank_iron_wall#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeOrange",railcraft:tank_iron_wall:1 x8,3,3
railcraft:tank_iron_wall#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyePurple",railcraft:tank_iron_wall:10 x8,3,3
railcraft:tank_iron_wall#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeBlue",railcraft:tank_iron_wall:11 x8,3,3
railcraft:tank_iron_wall#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeBrown",railcraft:tank_iron_wall:12 x8,3,3
railcraft:tank_iron_wall#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeGreen",railcraft:tank_iron_wall:13 x8,3,3
railcraft:tank_iron_wall#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeRed",railcraft:tank_iron_wall:14 x8,3,3
railcraft:tank_iron_wall#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeBlack",railcraft:tank_iron_wall:15 x8,3,3
railcraft:tank_iron_wall#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeMagenta",railcraft:tank_iron_wall:2 x8,3,3
railcraft:tank_iron_wall#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeLightBlue",railcraft:tank_iron_wall:3 x8,3,3
railcraft:tank_iron_wall#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeYellow",railcraft:tank_iron_wall:4 x8,3,3
railcraft:tank_iron_wall#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeLime",railcraft:tank_iron_wall:5 x8,3,3
railcraft:tank_iron_wall#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyePink",railcraft:tank_iron_wall:6 x8,3,3
railcraft:tank_iron_wall#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeGray",railcraft:tank_iron_wall:7 x8,3,3
railcraft:tank_iron_wall#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeLightGray",railcraft:tank_iron_wall:8 x8,3,3
railcraft:tank_iron_wall#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_iron_wall:*
B: ore:dyeCyan",railcraft:tank_iron_wall:9 x8,3,3
railcraft:tank_steel_gauge#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeWhite",railcraft:tank_steel_gauge x8,3,3
railcraft:tank_steel_gauge#0$2,railcraft:crafting,"ABA
BAB
ABA","A: minecraft:glass_pane:*
B: ore:plateSteel",railcraft:tank_steel_gauge x8,3,3
railcraft:tank_steel_gauge#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeOrange",railcraft:tank_steel_gauge:1 x8,3,3
railcraft:tank_steel_gauge#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyePurple",railcraft:tank_steel_gauge:10 x8,3,3
railcraft:tank_steel_gauge#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeBlue",railcraft:tank_steel_gauge:11 x8,3,3
railcraft:tank_steel_gauge#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeBrown",railcraft:tank_steel_gauge:12 x8,3,3
railcraft:tank_steel_gauge#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeGreen",railcraft:tank_steel_gauge:13 x8,3,3
railcraft:tank_steel_gauge#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeRed",railcraft:tank_steel_gauge:14 x8,3,3
railcraft:tank_steel_gauge#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeBlack",railcraft:tank_steel_gauge:15 x8,3,3
railcraft:tank_steel_gauge#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeMagenta",railcraft:tank_steel_gauge:2 x8,3,3
railcraft:tank_steel_gauge#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeLightBlue",railcraft:tank_steel_gauge:3 x8,3,3
railcraft:tank_steel_gauge#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeYellow",railcraft:tank_steel_gauge:4 x8,3,3
railcraft:tank_steel_gauge#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeLime",railcraft:tank_steel_gauge:5 x8,3,3
railcraft:tank_steel_gauge#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyePink",railcraft:tank_steel_gauge:6 x8,3,3
railcraft:tank_steel_gauge#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeGray",railcraft:tank_steel_gauge:7 x8,3,3
railcraft:tank_steel_gauge#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeLightGray",railcraft:tank_steel_gauge:8 x8,3,3
railcraft:tank_steel_gauge#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_gauge:*
B: ore:dyeCyan",railcraft:tank_steel_gauge:9 x8,3,3
railcraft:tank_steel_valve#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeWhite",railcraft:tank_steel_valve x8,3,3
railcraft:tank_steel_valve#0$2,railcraft:crafting,"ABA
BCB
ABA","A: minecraft:iron_bars:*
B: ore:plateSteel
C: minecraft:lever:*",railcraft:tank_steel_valve x8,3,3
railcraft:tank_steel_valve#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeOrange",railcraft:tank_steel_valve:1 x8,3,3
railcraft:tank_steel_valve#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyePurple",railcraft:tank_steel_valve:10 x8,3,3
railcraft:tank_steel_valve#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeBlue",railcraft:tank_steel_valve:11 x8,3,3
railcraft:tank_steel_valve#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeBrown",railcraft:tank_steel_valve:12 x8,3,3
railcraft:tank_steel_valve#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeGreen",railcraft:tank_steel_valve:13 x8,3,3
railcraft:tank_steel_valve#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeRed",railcraft:tank_steel_valve:14 x8,3,3
railcraft:tank_steel_valve#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeBlack",railcraft:tank_steel_valve:15 x8,3,3
railcraft:tank_steel_valve#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeMagenta",railcraft:tank_steel_valve:2 x8,3,3
railcraft:tank_steel_valve#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeLightBlue",railcraft:tank_steel_valve:3 x8,3,3
railcraft:tank_steel_valve#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeYellow",railcraft:tank_steel_valve:4 x8,3,3
railcraft:tank_steel_valve#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeLime",railcraft:tank_steel_valve:5 x8,3,3
railcraft:tank_steel_valve#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyePink",railcraft:tank_steel_valve:6 x8,3,3
railcraft:tank_steel_valve#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeGray",railcraft:tank_steel_valve:7 x8,3,3
railcraft:tank_steel_valve#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeLightGray",railcraft:tank_steel_valve:8 x8,3,3
railcraft:tank_steel_valve#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_valve:*
B: ore:dyeCyan",railcraft:tank_steel_valve:9 x8,3,3
railcraft:tank_steel_wall#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeWhite",railcraft:tank_steel_wall x8,3,3
railcraft:tank_steel_wall#0$2,railcraft:crafting,"AA
AA",A: ore:plateSteel,railcraft:tank_steel_wall x8,2,2
railcraft:tank_steel_wall#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeOrange",railcraft:tank_steel_wall:1 x8,3,3
railcraft:tank_steel_wall#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyePurple",railcraft:tank_steel_wall:10 x8,3,3
railcraft:tank_steel_wall#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeBlue",railcraft:tank_steel_wall:11 x8,3,3
railcraft:tank_steel_wall#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeBrown",railcraft:tank_steel_wall:12 x8,3,3
railcraft:tank_steel_wall#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeGreen",railcraft:tank_steel_wall:13 x8,3,3
railcraft:tank_steel_wall#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeRed",railcraft:tank_steel_wall:14 x8,3,3
railcraft:tank_steel_wall#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeBlack",railcraft:tank_steel_wall:15 x8,3,3
railcraft:tank_steel_wall#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:tank_steel_wall:*
B: ore:dyeMagenta",railcraft:tank_steel_wall:2 x8,3,3
