ID,Group,Input Ingredients,Output Item
nuclearcraft:item.conarm.helmet_81,nuclearcraft:item.conarm.helmet_81,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},TinkerData:{Materials:[""amordrine"",""amordrine"",""amordrine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""strongly_armor"",color:-6848309,level:1,strongly1_armor:1b},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""strongly1_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""amordrine"",""amordrine"",""amordrine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""strongly_armor"",color:-6848309,level:1,strongly1_armor:1b},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""strongly1_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_82,nuclearcraft:item.conarm.helmet_82,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},TinkerData:{Materials:[""amordrine"",""amordrine"",""amordrine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""strongly_armor"",color:-6848309,level:1,strongly1_armor:1b},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""strongly1_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""amordrine"",""amordrine"",""amordrine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""strongly_armor"",color:-6848309,level:1,strongly1_armor:1b},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""strongly1_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_83,nuclearcraft:item.conarm.helmet_83,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},TinkerData:{Materials:[""amordrine"",""amordrine"",""amordrine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""strongly_armor"",color:-6848309,level:1,strongly1_armor:1b},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""strongly1_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:226,Defense:15.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""amordrine"",""amordrine"",""amordrine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""strongly_armor"",color:-6848309,level:1,strongly1_armor:1b},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""strongly1_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_120,nuclearcraft:item.conarm.helmet_120,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},TinkerData:{Materials:[""hepatizon"",""hepatizon"",""hepatizon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""hepatizon"",""hepatizon"",""hepatizon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_121,nuclearcraft:item.conarm.helmet_121,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},TinkerData:{Materials:[""hepatizon"",""hepatizon"",""hepatizon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""hepatizon"",""hepatizon"",""hepatizon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_122,nuclearcraft:item.conarm.helmet_122,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},TinkerData:{Materials:[""hepatizon"",""hepatizon"",""hepatizon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:271,Defense:12.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""hepatizon"",""hepatizon"",""hepatizon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_39,nuclearcraft:item.conarm.helmet_39,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},TinkerData:{Materials:[""slime"",""slime"",""slime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_green_armor"",color:-8206221,level:1},{identifier:""bouncy_armor"",color:-8206221,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_green_armor"",""bouncy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""slime"",""slime"",""slime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_green_armor"",color:-8206221,level:1},{identifier:""bouncy_armor"",color:-8206221,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_green_armor"",""bouncy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_40,nuclearcraft:item.conarm.helmet_40,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},TinkerData:{Materials:[""slime"",""slime"",""slime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_green_armor"",color:-8206221,level:1},{identifier:""bouncy_armor"",color:-8206221,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_green_armor"",""bouncy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""slime"",""slime"",""slime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_green_armor"",color:-8206221,level:1},{identifier:""bouncy_armor"",color:-8206221,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_green_armor"",""bouncy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_41,nuclearcraft:item.conarm.helmet_41,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},TinkerData:{Materials:[""slime"",""slime"",""slime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_green_armor"",color:-8206221,level:1},{identifier:""bouncy_armor"",color:-8206221,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_green_armor"",""bouncy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:272,Defense:2.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""slime"",""slime"",""slime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_green_armor"",color:-8206221,level:1},{identifier:""bouncy_armor"",color:-8206221,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_green_armor"",""bouncy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_69,nuclearcraft:item.conarm.helmet_69,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},TinkerData:{Materials:[""silver"",""silver"",""silver""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""blessed_armor"",color:-3019530,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""blessed_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""silver"",""silver"",""silver""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""blessed_armor"",color:-3019530,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""blessed_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_70,nuclearcraft:item.conarm.helmet_70,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},TinkerData:{Materials:[""silver"",""silver"",""silver""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""blessed_armor"",color:-3019530,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""blessed_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""silver"",""silver"",""silver""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""blessed_armor"",color:-3019530,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""blessed_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_71,nuclearcraft:item.conarm.helmet_71,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},TinkerData:{Materials:[""silver"",""silver"",""silver""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""blessed_armor"",color:-3019530,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""blessed_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:279,Defense:17.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""silver"",""silver"",""silver""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""blessed_armor"",color:-3019530,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""blessed_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_15,nuclearcraft:item.conarm.helmet_15,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},TinkerData:{Materials:[""prismarine"",""prismarine"",""prismarine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""aquaspeed_armor"",color:-8462660,level:1},{identifier:""rough_armor"",color:-8462660,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""aquaspeed_armor"",""rough_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""prismarine"",""prismarine"",""prismarine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""aquaspeed_armor"",color:-8462660,level:1},{identifier:""rough_armor"",color:-8462660,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""aquaspeed_armor"",""rough_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_16,nuclearcraft:item.conarm.helmet_16,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},TinkerData:{Materials:[""prismarine"",""prismarine"",""prismarine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""aquaspeed_armor"",color:-8462660,level:1},{identifier:""rough_armor"",color:-8462660,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""aquaspeed_armor"",""rough_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""prismarine"",""prismarine"",""prismarine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""aquaspeed_armor"",color:-8462660,level:1},{identifier:""rough_armor"",color:-8462660,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""aquaspeed_armor"",""rough_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_17,nuclearcraft:item.conarm.helmet_17,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},TinkerData:{Materials:[""prismarine"",""prismarine"",""prismarine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""aquaspeed_armor"",color:-8462660,level:1},{identifier:""rough_armor"",color:-8462660,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""aquaspeed_armor"",""rough_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:48,Defense:18.8f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""prismarine"",""prismarine"",""prismarine""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""aquaspeed_armor"",color:-8462660,level:1},{identifier:""rough_armor"",color:-8462660,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""aquaspeed_armor"",""rough_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_42,nuclearcraft:item.conarm.helmet_42,"conarm:helmet {StatsOriginal:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},Stats:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},TinkerData:{Materials:[""blueslime"",""blueslime"",""blueslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_blue_armor"",color:-9123641,level:1},{identifier:""bouncy_armor"",color:-9123641,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_blue_armor"",""bouncy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},Stats:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""blueslime"",""blueslime"",""blueslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_blue_armor"",color:-9123641,level:1},{identifier:""bouncy_armor"",color:-9123641,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_blue_armor"",""bouncy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_43,nuclearcraft:item.conarm.helmet_43,"conarm:helmet {StatsOriginal:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},Stats:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},TinkerData:{Materials:[""blueslime"",""blueslime"",""blueslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_blue_armor"",color:-9123641,level:1},{identifier:""bouncy_armor"",color:-9123641,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_blue_armor"",""bouncy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},Stats:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""blueslime"",""blueslime"",""blueslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_blue_armor"",color:-9123641,level:1},{identifier:""bouncy_armor"",color:-9123641,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_blue_armor"",""bouncy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_44,nuclearcraft:item.conarm.helmet_44,"conarm:helmet {StatsOriginal:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},Stats:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},TinkerData:{Materials:[""blueslime"",""blueslime"",""blueslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_blue_armor"",color:-9123641,level:1},{identifier:""bouncy_armor"",color:-9123641,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_blue_armor"",""bouncy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},Stats:{Toughness:2.25f,FreeModifiers:3,Durability:413,Defense:1.8f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""blueslime"",""blueslime"",""blueslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""slimey_blue_armor"",color:-9123641,level:1},{identifier:""bouncy_armor"",color:-9123641,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""slimey_blue_armor"",""bouncy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_204,nuclearcraft:item.conarm.helmet_204,"conarm:helmet {StatsOriginal:{Toughness:2.2f,FreeModifiers:3,Durability:341,Defense:20.0f},Stats:{Toughness:2.2f,FreeModifiers:3,Durability:341,Defense:20.0f},TinkerData:{Materials:[""alumite"",""alumite"",""alumite""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""camdaibay_armor"",color:-43691,level:1},{identifier:""dunanstransport_armor"",color:-43691,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""camdaibay_armor"",""dunanstransport_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.2f,FreeModifiers:3,Durability:341,Defense:20.0f},Stats:{Toughness:2.2f,FreeModifiers:3,Durability:341,Defense:20.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""alumite"",""alumite"",""alumite""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""camdaibay_armor"",color:-43691,level:1},{identifier:""dunanstransport_armor"",color:-43691,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""camdaibay_armor"",""dunanstransport_armor"",""leveling_armor""]}"
